연번,토지소재지,지번,지목,대장면적(㎡),편입면적(㎡),용도지역,비고
442,서울특별시 용산구 서계동,284,구,142.5,142.5,,
443,서울특별시 용산구 서계동,33-35,대,142.8,142.8,,
444,서울특별시 용산구 서계동,284-1,구,14.5,14.5,,
445,서울특별시 용산구 서계동,264-2,대,16.8,16.8,,
446,서울특별시 용산구 서계동,33-163,도,14.8,14.8,,
447,서울특별시 용산구 서계동,33-130,대,109.1,109.1,,
448,서울특별시 용산구 서계동,244-5,대,128.9,128.9,,
449,서울특별시 용산구 서계동,239-15,대,107.5,107.5,,
450,서울특별시 용산구 서계동,33-38,대,211.64,211.64,,
451,서울특별시 용산구 서계동,263-1,대,30,30,,
452,서울특별시 용산구 서계동,33-127,대,66.1,66.1,,
453,서울특별시 용산구 서계동,240-16,대,50.04,50.04,,
454,서울특별시 용산구 서계동,33-78,대,86,86,,
455,서울특별시 용산구 서계동,249-8,대,65.1,65.1,,
456,서울특별시 용산구 서계동,33-281,대,23.1,23.1,,
457,서울특별시 용산구 서계동,247-24,대,71.1,71.1,,
458,서울특별시 용산구 서계동,33-29,대,141.8,141.8,,
459,서울특별시 용산구 서계동,248-14,대,6.6,6.6,,
460,서울특별시 용산구 서계동,33-248,대,175.5,175.5,,
461,서울특별시 용산구 서계동,248-16,대,2.7,2.7,,
462,서울특별시 용산구 서계동,33-272,대,95.2,95.2,,
463,서울특별시 용산구 서계동,249-3,대,33,33,,
464,서울특별시 용산구 서계동,33-274,대,216.6,216.6,,
465,서울특별시 용산구 서계동,248-17,대,1.9,1.9,,
466,서울특별시 용산구 서계동,257-13,구,31.08,31.08,,
467,서울특별시 용산구 서계동,33-14,대,184.51,184.51,,
468,서울특별시 용산구 서계동,248-20,대,8.5,8.5,,
469,서울특별시 용산구 서계동,248-19,대,2.1,2.1,,
470,서울특별시 용산구 서계동,248-21,대,11.9,11.9,,
471,서울특별시 용산구 서계동,253-7,대,66.1,66.1,,
472,서울특별시 용산구 서계동,96-20,대,142.8,142.8,,
473,서울특별시 용산구 서계동,245-56,대,27.3,17.25,,
474,서울특별시 용산구 서계동,33-323,도,24.5,24.5,,
475,서울특별시 용산구 서계동,96-19,대,148.8,148.8,,
476,서울특별시 용산구 서계동,33-284,대,17.5,17.5,,
477,서울특별시 용산구 서계동,33-62,대,10.94,10.94,,
478,서울특별시 용산구 서계동,251-46,대,84.3,84.3,,
479,서울특별시 용산구 서계동,251-59,대,77.3,77.3,,
480,서울특별시 용산구 서계동,33-204,대,43.8,43.8,,
481,서울특별시 용산구 서계동,108,대,99.2,99.2,,
482,서울특별시 용산구 서계동,252-15,대,211.6,211.6,,
483,서울특별시 용산구 서계동,33-312,도,3.3,3.3,,
484,서울특별시 용산구 서계동,252-14,대,148.12,148.12,,
485,서울특별시 용산구 서계동,252-13,대,68.4,68.4,,
486,서울특별시 용산구 서계동,252-10,대,43,43,,
487,서울특별시 용산구 서계동,255-17,도,2.31,2.31,,
488,서울특별시 용산구 서계동,251-55,대,155.7,155.7,,
489,서울특별시 용산구 서계동,104-2,도,127.9,118.94000000000001,,
490,서울특별시 용산구 서계동,237-50,대,10.3,10.3,,
491,서울특별시 용산구 서계동,237-1,대,1.1,1.1,,
492,서울특별시 용산구 서계동,237-3,대,19.3,19.3,,
493,서울특별시 용산구 서계동,237-53,대,24.5,24.5,,
494,서울특별시 용산구 서계동,237-4,대,73.7,73.7,,
495,서울특별시 용산구 서계동,33-48,대,56.2,56.2,,
496,서울특별시 용산구 서계동,33-125,대,201.6,201.6,,
497,서울특별시 용산구 서계동,282-2,도,1.5,1.5,,
498,서울특별시 용산구 서계동,282-1,도,14.2,14.2,,
499,서울특별시 용산구 서계동,264-4,대,45.32,45.32,,
500,서울특별시 용산구 서계동,33-47,대,62.8,62.8,,
501,서울특별시 용산구 서계동,262-10,도,19.8,19.8,,
502,서울특별시 용산구 서계동,33-37,대,386.8,386.8,,
503,서울특별시 용산구 서계동,33-46,대,66.1,66.1,,
504,서울특별시 용산구 서계동,264-5,대,99.52,99.52,,
505,서울특별시 용산구 서계동,50-1,도,178.8,36.56,,
506,서울특별시 용산구 서계동,240-55,도,0.4,0.4,,
507,서울특별시 용산구 서계동,33-45,대,66.1,66.1,,
508,서울특별시 용산구 서계동,244-6,대,2.2,2.2,,
509,서울특별시 용산구 서계동,244-17,대,4.4,4.4,,
510,서울특별시 용산구 서계동,262-6,대,106.1,106.1,,
511,서울특별시 용산구 서계동,276-13,구,8.2,8.2,,
512,서울특별시 용산구 서계동,276-2,구,302,302,,
513,서울특별시 용산구 서계동,272,도,33.2,33.2,,
514,서울특별시 용산구 서계동,275-2,도,129.9,129.9,,
515,서울특별시 용산구 서계동,239-18,도,45.1,45.1,,
516,서울특별시 용산구 서계동,56-2,도,110.1,59.55,,
517,서울특별시 용산구 서계동,33-31,대,253.9,253.9,,
518,서울특별시 용산구 서계동,96-27,도,9.2,9.2,,
519,서울특별시 용산구 서계동,251-106,도,25.08,25.08,,
520,서울특별시 용산구 서계동,251-12,대,112.6,112.6,,
521,서울특별시 용산구 서계동,251-7,대,4,4,,
522,서울특별시 용산구 서계동,33-279,대,20.8,20.8,,
523,서울특별시 용산구 서계동,33-286,대,8.3,8.3,,
524,서울특별시 용산구 서계동,96-17,대,206,206,,
525,서울특별시 용산구 서계동,258-15,도,43,43,,
526,서울특별시 용산구 서계동,33-289,대,20.8,20.8,,
527,서울특별시 용산구 서계동,247-81,도,2.5,2.5,,
528,서울특별시 용산구 서계동,33-280,대,14.2,14.2,,
529,서울특별시 용산구 서계동,257-37,구,0.5,0.5,,
530,서울특별시 용산구 서계동,249-9,대,65.1,65.1,,
531,서울특별시 용산구 서계동,253-8,대,43.02,43.02,,
532,서울특별시 용산구 서계동,33-287,대,118.32,118.32,,
533,서울특별시 용산구 서계동,33-288,대,37,37,,
534,서울특별시 용산구 서계동,252-35,대,76.7,76.7,,
535,서울특별시 용산구 서계동,96-16,대,137.55,137.55,,
536,서울특별시 용산구 서계동,251-9,대,38,38,,
537,서울특별시 용산구 서계동,237-47,대,125.6,125.6,,
538,서울특별시 용산구 서계동,237-25,대,119,119,,
539,서울특별시 용산구 서계동,237-21,대,186,186,,
540,서울특별시 용산구 서계동,240-66,도,6.8,6.8,,
541,서울특별시 용산구 서계동,239-13,대,40.9,40.9,,
542,서울특별시 용산구 서계동,246-125,도,29.9,29.9,,
543,서울특별시 용산구 서계동,246-55,대,137.43,137.43,,
544,서울특별시 용산구 서계동,246-126,대,1,1,,
545,서울특별시 용산구 서계동,262-3,대,360.32,360.32,,
546,서울특별시 용산구 서계동,275-1,도,56.3,56.3,,
547,서울특별시 용산구 서계동,33-122,대,33,33,,
548,서울특별시 용산구 서계동,33-85,대,66.08,66.08,,
549,서울특별시 용산구 서계동,244-22,도,5.9,5.9,,
550,서울특별시 용산구 서계동,262-7,도,6.3,6.3,,
551,서울특별시 용산구 서계동,276-3,구,5.3,5.3,,
552,서울특별시 용산구 서계동,33-84,대,69.4,69.4,,
553,서울특별시 용산구 서계동,33-79,도,13.2,13.2,,
554,서울특별시 용산구 서계동,33-214,대,11.6,11.6,,
555,서울특별시 용산구 서계동,33-213,대,74.7,74.7,,
556,서울특별시 용산구 서계동,246-102,대,5,5,,
557,서울특별시 용산구 서계동,276-14,구,5,5,,
558,서울특별시 용산구 서계동,246-49,대,61.1,61.1,,
559,서울특별시 용산구 서계동,246-38,대,106.38,106.38,,
560,서울특별시 용산구 서계동,33-83,대,115.7,115.7,,
561,서울특별시 용산구 서계동,246-101,도,11.3,11.3,,
562,서울특별시 용산구 서계동,33-43,대,132.2,132.2,,
563,서울특별시 용산구 서계동,246-53,대,78.39,78.39,,
564,서울특별시 용산구 서계동,276-22,도,1.1,1.1,,
565,서울특별시 용산구 서계동,33-39,대,75.7,75.7,,
566,서울특별시 용산구 서계동,277-2,도,20.2,20.2,,
567,서울특별시 용산구 서계동,96-24,대,220.68,220.68,,
568,서울특별시 용산구 서계동,276-7,구,163,163,,
569,서울특별시 용산구 서계동,96-13,대,120.6,120.6,,
570,서울특별시 용산구 서계동,250-2,대,58.5,58.5,,
571,서울특별시 용산구 서계동,96-28,도,1.3,1.3,,
572,서울특별시 용산구 서계동,252-33,도,23.1,23.1,,
573,서울특별시 용산구 서계동,33-72,대,6.6,6.6,,
574,서울특별시 용산구 서계동,253-9,대,91.17,91.17,,
575,서울특별시 용산구 서계동,96-14,대,272.7,272.7,,
576,서울특별시 용산구 서계동,251-10,대,56.2,56.2,,
577,서울특별시 용산구 서계동,33-290,대,23.01,23.01,,
578,서울특별시 용산구 서계동,250-3,대,113,113,,
579,서울특별시 용산구 서계동,251-14,대,49.6,49.6,,
580,서울특별시 용산구 서계동,33-295,대,15.5,15.5,,
581,서울특별시 용산구 서계동,33-291,대,66.81,66.81,,
582,서울특별시 용산구 서계동,33-73,도,6.6,6.6,,
583,서울특별시 용산구 서계동,33-324,대,166.85,166.85,,
584,서울특별시 용산구 서계동,33-233,대,109.1,109.1,,
585,서울특별시 용산구 서계동,249-10,대,9.9,9.9,,
586,서울특별시 용산구 서계동,249-13,도,7.6,7.6,,
587,서울특별시 용산구 서계동,252-77,대,36.4,36.4,,
588,서울특별시 용산구 서계동,253-33,도,15.2,15.2,,
589,서울특별시 용산구 서계동,251-107,도,47.28,47.28,,
590,서울특별시 용산구 서계동,237-14,대,115,115,,
591,서울특별시 용산구 서계동,237-45,대,134.5,134.5,,
592,서울특별시 용산구 서계동,237-6,대,87.3,87.3,,
593,서울특별시 용산구 서계동,237-11,대,5.6,5.6,,
594,서울특별시 용산구 서계동,238-53,대,94.9,94.9,,
595,서울특별시 용산구 서계동,237-13,대,15.9,15.9,,
596,서울특별시 용산구 서계동,238-70,대,22.8,22.8,,
597,서울특별시 용산구 서계동,245-69,도,1.5,1.5,,
598,서울특별시 용산구 서계동,276-21,도,7.2,7.2,,
599,서울특별시 용산구 서계동,245-30,대,33.7,33.7,,
600,서울특별시 용산구 서계동,246-50,대,26.4,26.4,,
601,서울특별시 용산구 서계동,276-10,구,6.6,6.6,,
602,서울특별시 용산구 서계동,33-80,대,23.1,23.1,,
603,서울특별시 용산구 서계동,245-25,대,76.1,76.1,,
604,서울특별시 용산구 서계동,271,구,33,33,,
605,서울특별시 용산구 서계동,54-4,대,92.8,11.57,,
606,서울특별시 용산구 서계동,247-1,대,198.3,198.3,,
607,서울특별시 용산구 서계동,276,구,1.4,1.4,,
608,서울특별시 용산구 서계동,245-23,대,87.92,87.92,,
609,서울특별시 용산구 서계동,33-65,대,19.8,19.8,,
610,서울특별시 용산구 서계동,33-60,대,23.1,23.1,,
611,서울특별시 용산구 서계동,50-6,도,61.8,61.8,,
612,서울특별시 용산구 서계동,276-16,구,54.1,54.1,,
613,서울특별시 용산구 서계동,247-2,대,142.1,142.1,,
614,서울특별시 용산구 서계동,245-70,대,1.2,1.2,,
615,서울특별시 용산구 서계동,245-72,도,1.5,1.5,,
616,서울특별시 용산구 서계동,245-27,대,86.32,86.32,,
617,서울특별시 용산구 서계동,33-64,대,83.02,83.02,,
618,서울특별시 용산구 서계동,245-46,대,5.3,5.3,,
619,서울특별시 용산구 서계동,258-11,도,26.4,26.4,,
620,서울특별시 용산구 서계동,33-217,대,46.3,46.3,,
621,서울특별시 용산구 서계동,262-2,대,102.52,102.52,,
622,서울특별시 용산구 서계동,54-13,도,42.5,42.5,,
623,서울특별시 용산구 서계동,245-2,대,71.3,71.3,,
624,서울특별시 용산구 서계동,252-47,도,210.6,210.6,,
625,서울특별시 용산구 서계동,254-1,대,43.7,43.7,,
626,서울특별시 용산구 서계동,33-234,대,81.6,81.6,,
627,서울특별시 용산구 서계동,251-15,대,62.8,62.8,,
628,서울특별시 용산구 서계동,250-7,대,65.1,65.1,,
629,서울특별시 용산구 서계동,253-11,대,4.41,4.41,,
630,서울특별시 용산구 서계동,33-292,대,19.8,19.8,,
631,서울특별시 용산구 서계동,252-78,대,48.12,48.12,,
632,서울특별시 용산구 서계동,33-10,대,234.69,234.69,,
633,서울특별시 용산구 서계동,33-293,대,40.3,40.3,,
634,서울특별시 용산구 서계동,250-8,대,67.41,67.41,,
635,서울특별시 용산구 서계동,252-31,대,50.9,50.9,,
636,서울특별시 용산구 서계동,252-1,대,99.8,99.8,,
637,서울특별시 용산구 서계동,276-8,구,34.3,34.3,,
638,서울특별시 용산구 서계동,33-235,대,78.3,78.3,,
639,서울특별시 용산구 서계동,257-10,대,43.9,43.9,,
640,서울특별시 용산구 서계동,250-6,대,43.3,43.3,,
641,서울특별시 용산구 서계동,251-96,도,9.72,9.72,,
642,서울특별시 용산구 서계동,246-96,도,15.7,15.7,,
643,서울특별시 용산구 서계동,237-15,대,41.6,41.6,,
644,서울특별시 용산구 서계동,237-16,대,122.3,122.3,,
645,서울특별시 용산구 서계동,237-7,대,119,119,,
646,서울특별시 용산구 서계동,238-51,대,169.9,169.9,,
647,서울특별시 용산구 서계동,238-66,대,21.2,21.2,,
648,서울특별시 용산구 서계동,237-10,대,59.5,59.5,,
649,서울특별시 용산구 서계동,54-10,도,123.5,123.5,,
650,서울특별시 용산구 서계동,264-9,대,68.8,68.8,,
651,서울특별시 용산구 서계동,33-216,대,120.51,120.51,,
652,서울특별시 용산구 서계동,246-52,대,68.1,68.1,,
653,서울특별시 용산구 서계동,53-24,대,332.2,332.2,,
654,서울특별시 용산구 서계동,246-7,대,111.8,111.8,,
655,서울특별시 용산구 서계동,33-170,대,43,43,,
656,서울특별시 용산구 서계동,54-1,대,6,6,,
657,서울특별시 용산구 서계동,54-11,대,235.98,235.98,,
658,서울특별시 용산구 서계동,33-41,대,106.8,106.8,,
659,서울특별시 용산구 서계동,33-176,도,416.5,416.5,,
660,서울특별시 용산구 서계동,33-55,대,52.89,52.89,,
661,서울특별시 용산구 서계동,53-2,대,106.8,106.8,,
662,서울특별시 용산구 서계동,33-53,대,99.18,99.18,,
663,서울특별시 용산구 서계동,54-8,대,196.6,196.6,,
664,서울특별시 용산구 서계동,245-47,도,4.7,4.7,,
665,서울특별시 용산구 서계동,33-52,대,46.3,46.3,,
666,서울특별시 용산구 서계동,33-66,대,26.8,26.8,,
667,서울특별시 용산구 서계동,245-7,대,111.51,111.51,,
668,서울특별시 용산구 서계동,33-51,대,56.2,56.2,,
669,서울특별시 용산구 서계동,246-42,대,90.91,90.91,,
670,서울특별시 용산구 서계동,33-63,대,66.1,66.1,,
671,서울특별시 용산구 서계동,54-5,대,183.54,183.54,,
672,서울특별시 용산구 서계동,33-222,대,19.8,19.8,,
673,서울특별시 용산구 서계동,33-221,대,86,86,,
674,서울특별시 용산구 서계동,33-346,도,146.9,146.9,,
675,서울특별시 용산구 서계동,33-236,대,53.9,53.9,,
676,서울특별시 용산구 서계동,33-237,대,59.5,59.5,,
677,서울특별시 용산구 서계동,254-10,대,6.9,6.9,,
678,서울특별시 용산구 서계동,246-121,도,2.2,2.2,,
679,서울특별시 용산구 서계동,251-101,도,12.6,12.6,,
680,서울특별시 용산구 서계동,252-79,대,37.56,37.56,,
681,서울특별시 용산구 서계동,250-4,대,60.2,60.2,,
682,서울특별시 용산구 서계동,257-39,도,2.4,2.4,,
683,서울특별시 용산구 서계동,253-10,대,11.52,11.52,,
684,서울특별시 용산구 서계동,33-13,대,208,208,,
685,서울특별시 용산구 서계동,252-30,대,47.6,47.6,,
686,서울특별시 용산구 서계동,251-16,대,47.8,47.8,,
687,서울특별시 용산구 서계동,252-39,대,86.3,86.3,,
688,서울특별시 용산구 서계동,33-294,대,52.6,52.6,,
689,서울특별시 용산구 서계동,253-26,도,1.1,1.1,,
690,서울특별시 용산구 서계동,257-11,대,56.2,56.2,,
691,서울특별시 용산구 서계동,251-19,대,24.1,24.1,,
692,서울특별시 용산구 서계동,251-86,대,35.3,35.3,,
693,서울특별시 용산구 서계동,251-24,대,13.2,13.2,,
694,서울특별시 용산구 서계동,251-99,도,14.1,14.1,,
695,서울특별시 용산구 서계동,237-9,대,195,195,,
696,서울특별시 용산구 서계동,238-2,대,632.3,632.3,,
697,서울특별시 용산구 서계동,238-68,대,11.6,11.6,,
698,서울특별시 용산구 서계동,238-49,대,142.1,142.1,,
699,서울특별시 용산구 서계동,238-48,대,191.7,191.7,,
700,서울특별시 용산구 서계동,238-1,대,330.1,330.1,,
701,서울특별시 용산구 서계동,245-67,도,20.1,20.1,,
702,서울특별시 용산구 서계동,246-124,도,1.3,1.3,,
703,서울특별시 용산구 서계동,245-4,대,56.5,56.5,,
704,서울특별시 용산구 서계동,33-220,대,72.7,72.7,,
705,서울특별시 용산구 서계동,56-3,도,88.3,88.3,,
706,서울특별시 용산구 서계동,245-3,대,35.6,35.6,,
707,서울특별시 용산구 서계동,245-22,대,77.1,77.1,,
708,서울특별시 용산구 서계동,264-6,대,69.4,69.4,,
709,서울특별시 용산구 서계동,33-258,대,183.68,183.68,,
710,서울특별시 용산구 서계동,33-311,도,5.8,5.8,,
711,서울특별시 용산구 서계동,264-10,대,75.4,75.4,,
712,서울특별시 용산구 서계동,246-33,대,55.5,55.5,,
713,서울특별시 용산구 서계동,258-3,대,43,43,,
714,서울특별시 용산구 서계동,33-259,대,135.54,135.54,,
715,서울특별시 용산구 서계동,95-2,대,81,81,,
716,서울특별시 용산구 서계동,95-4,대,101.8,101.8,,
717,서울특별시 용산구 서계동,33-171,대,62.8,62.8,,
718,서울특별시 용산구 서계동,246-32,대,110.22,110.22,,
719,서울특별시 용산구 서계동,95-6,대,89.48,89.48,,
720,서울특별시 용산구 서계동,265-3,도,321.2,0.24000000000000002,,
721,서울특별시 용산구 서계동,245-59,도,7.5,7.5,,
722,서울특별시 용산구 서계동,251-20,대,31.8,31.8,,
723,서울특별시 용산구 서계동,250-10,대,51.6,51.6,,
724,서울특별시 용산구 서계동,251-27,대,49.6,49.6,,
725,서울특별시 용산구 서계동,252-29,대,51.9,51.9,,
726,서울특별시 용산구 서계동,33-12,대,218.2,218.2,,
727,서울특별시 용산구 서계동,252-81,대,45.52,45.52,,
728,서울특별시 용산구 서계동,254-4,대,59.5,59.5,,
729,서울특별시 용산구 서계동,251-87,대,21.9,21.9,,
730,서울특별시 용산구 서계동,250-13,대,61.8,61.8,,
731,서울특별시 용산구 서계동,251-88,대,16.7,16.7,,
732,서울특별시 용산구 서계동,256-1,도,31.9,1.84,,
733,서울특별시 용산구 서계동,254-3,대,56.2,56.2,,
734,서울특별시 용산구 서계동,251-77,도,677.7,485.14,,
735,서울특별시 용산구 서계동,252-41,대,76.7,76.7,,
736,서울특별시 용산구 서계동,250-11,대,44.31,44.31,,
737,서울특별시 용산구 서계동,33-5,대,327.32,327.32,,
738,서울특별시 용산구 서계동,252-83,대,54.99,54.99,,
739,서울특별시 용산구 서계동,238-52,대,165.3,165.3,,
740,서울특별시 용산구 서계동,238-35,대,124,124,,
741,서울특별시 용산구 서계동,238-38,대,66.1,66.1,,
742,서울특별시 용산구 서계동,243-7,대,42.4,42.4,,
743,서울특별시 용산구 서계동,238-43,대,59.5,59.5,,
744,서울특별시 용산구 서계동,251-103,도,9.18,9.18,,
745,서울특별시 용산구 서계동,33-169,대,29.8,29.8,,
746,서울특별시 용산구 서계동,245-29,도,15.7,15.7,,
747,서울특별시 용산구 서계동,53-10,대,123.3,123.3,,
748,서울특별시 용산구 서계동,33-168,대,36.4,36.4,,
749,서울특별시 용산구 서계동,258-10,대,99.1,99.1,,
750,서울특별시 용산구 서계동,33-34,대,267.97,267.97,,
751,서울특별시 용산구 서계동,245-58,도,0.4,0.4,,
752,서울특별시 용산구 서계동,245-53,대,29.4,29.4,,
753,서울특별시 용산구 서계동,33-167,대,29.8,29.8,,
754,서울특별시 용산구 서계동,251-104,도,30.12,30.12,,
755,서울특별시 용산구 서계동,95-30,도,9.8,9.8,,
756,서울특별시 용산구 서계동,33-166,대,36.4,36.4,,
757,서울특별시 용산구 서계동,245-60,도,5.3,5.3,,
758,서울특별시 용산구 서계동,246-47,대,62.14,62.14,,
759,서울특별시 용산구 서계동,245-49,도,2.9,2.9,,
760,서울특별시 용산구 서계동,276-17,구,36,36,,
761,서울특별시 용산구 서계동,248-1,대,46.3,46.3,,
762,서울특별시 용산구 서계동,33-165,대,46.3,46.3,,
763,서울특별시 용산구 서계동,261-12,대,108.9,108.9,,
764,서울특별시 용산구 서계동,33-164,대,39.7,39.7,,
765,서울특별시 용산구 서계동,246-8,대,56.7,56.7,,
766,서울특별시 용산구 서계동,33-223,대,121.3,121.3,,
767,서울특별시 용산구 서계동,245-45,도,2,2,,
768,서울특별시 용산구 서계동,33-224,대,109.1,109.1,,
769,서울특별시 용산구 서계동,245-10,대,72,72,,
770,서울특별시 용산구 서계동,261-13,대,96.2,96.2,,
771,서울특별시 용산구 서계동,264-13,대,1.02,1.02,,
772,서울특별시 용산구 서계동,264-12,대,79.3,79.3,,
773,서울특별시 용산구 서계동,251-28,대,81.6,81.6,,
774,서울특별시 용산구 서계동,251-98,도,256.08,256.08,,
775,서울특별시 용산구 서계동,251-26,대,20.2,20.2,,
776,서울특별시 용산구 서계동,251-22,대,10.8,10.8,,
777,서울특별시 용산구 서계동,251-75,대,70.4,70.4,,
778,서울특별시 용산구 서계동,251-23,대,6.8,6.8,,
779,서울특별시 용산구 서계동,255-18,대,82.3,82.3,,
780,서울특별시 용산구 서계동,252-4,대,61.8,61.8,,
781,서울특별시 용산구 서계동,33-11,대,89.2,89.2,,
782,서울특별시 용산구 서계동,255-11,대,66.1,66.1,,
783,서울특별시 용산구 서계동,251-72,대,2.6,2.6,,
784,서울특별시 용산구 서계동,256-9,대,0.8,0.8,,
785,서울특별시 용산구 서계동,250-14,대,50.9,50.9,,
786,서울특별시 용산구 서계동,251-74,대,30.1,30.1,,
787,서울특별시 용산구 서계동,252-116,대,3.8,3.8,,
788,서울특별시 용산구 서계동,252-42,대,85.4,85.4,,
789,서울특별시 용산구 서계동,33-333,도,39.7,39.7,,
